date,sunspot
1936-05-21,82.88888888888889
1936-05-22,81.48148148148148
1936-05-23,79.44444444444444
1936-05-24,81.29629629629629
1936-05-25,82.70370370370371
1936-05-26,85.55555555555556
1936-05-27,88.25925925925925
1936-05-28,90.66666666666667
1936-05-29,92.14814814814815
1936-05-30,92.22222222222223
1936-05-31,93.51851851851852
1936-06-01,95.37037037037037
1936-06-02,99.14814814814815
1936-06-03,100.29629629629629
1936-06-04,101.25925925925925
1936-06-05,102.22222222222223
1936-06-06,103.81481481481481
1936-06-07,104.74074074074075
1936-06-08,106.22222222222223
1936-06-09,105.81481481481481
1936-06-10,103.77777777777777
1936-06-11,101.74074074074075
1936-06-12,100.07407407407408
1936-06-13,98.77777777777777
1936-06-14,97.85185185185185
1936-06-15,96.81481481481481
1936-06-16,98.62962962962963
1936-06-17,100.0
1936-06-18,100.66666666666667
1936-06-19,104.18518518518519
1936-06-20,104.37037037037037
1936-06-21,107.33333333333333
1936-06-22,108.70370370370371
1936-06-23,109.4074074074074
1936-06-24,109.5925925925926
1936-06-25,110.88888888888889
1936-06-26,114.85185185185185
1936-06-27,116.4074074074074
1936-06-28,115.85185185185185
1936-06-29,114.03703703703704
1936-06-30,114.92592592592592
1936-07-01,116.0
1936-07-02,116.74074074074075
1936-07-03,115.37037037037037
1936-07-04,114.18518518518519
1936-07-05,112.88888888888889
1936-07-06,111.22222222222223
1936-07-07,110.5925925925926
1936-07-08,111.33333333333333
1936-07-09,111.51851851851852
1936-07-10,111.74074074074075
1936-07-11,112.81481481481481
1936-07-12,115.77777777777777
1936-07-13,116.51851851851852
1936-07-14,117.07407407407408
1936-07-15,117.51851851851852
1936-07-16,115.55555555555556
1936-07-17,114.25925925925925
1936-07-18,110.18518518518519
1936-07-19,107.03703703703704
1936-07-20,105.0
1936-07-21,102.37037037037037
